gene	go_function	is_correct	hyper-geometric p_value	pattern id	recurrence	dataset id list	connectivity	cluster_size	unknown_ratio	avg_degree	network_topo_score	network neighbors	network topology (edge_set)
BIRC5	mitotic cell cycle	1	9.76242943431e-18	102171	6.0	[9, 11, 57, 59, 63, 64]	0.609523809524	15	0.0	8.53333333333	1.58698919206	['BIRC5', 'BUB1', 'CCNA2', 'CDC2', 'CDKN3', 'CKS2', 'ILF2', 'KIF11', 'KPNA2', 'MSH2', 'PLK1', 'RRM1', 'PTTG1', 'UBE2C', 'TPX2']	[['BIRC5', 'CCNA2'], ['BIRC5', 'CDKN3'], ['BIRC5', 'CKS2'], ['BIRC5', 'KPNA2'], ['BIRC5', 'PLK1'], ['BIRC5', 'PTTG1'], ['BIRC5', 'UBE2C'], ['BUB1', 'CCNA2'], ['BUB1', 'CDC2'], ['BUB1', 'CDKN3'], ['BUB1', 'CKS2'], ['BUB1', 'KPNA2'], ['BUB1', 'PLK1'], ['BUB1', 'PTTG1'], ['BUB1', 'UBE2C'], ['BUB1', 'TPX2'], ['CCNA2', 'CDC2'], ['CCNA2', 'CDKN3'], ['CCNA2', 'CKS2'], ['CCNA2', 'ILF2'], ['CCNA2', 'KIF11'], ['CCNA2', 'KPNA2'], ['CCNA2', 'PLK1'], ['CCNA2', 'PTTG1'], ['CCNA2', 'UBE2C'], ['CCNA2', 'TPX2'], ['CDC2', 'CDKN3'], ['CDC2', 'CKS2'], ['CDC2', 'ILF2'], ['CDC2', 'KIF11'], ['CDC2', 'KPNA2'], ['CDC2', 'PLK1'], ['CDC2', 'RRM1'], ['CDC2', 'PTTG1'], ['CDC2', 'UBE2C'], ['CDC2', 'TPX2'], ['CDKN3', 'CKS2'], ['CDKN3', 'KIF11'], ['CDKN3', 'KPNA2'], ['CDKN3', 'PLK1'], ['CDKN3', 'PTTG1'], ['CDKN3', 'UBE2C'], ['CDKN3', 'TPX2'], ['CKS2', 'KIF11'], ['CKS2', 'KPNA2'], ['CKS2', 'PTTG1'], ['CKS2', 'UBE2C'], ['ILF2', 'KPNA2'], ['ILF2', 'MSH2'], ['ILF2', 'RRM1'], ['ILF2', 'TPX2'], ['KIF11', 'TPX2'], ['KPNA2', 'PLK1'], ['KPNA2', 'PTTG1'], ['KPNA2', 'UBE2C'], ['KPNA2', 'TPX2'], ['MSH2', 'RRM1'], ['PLK1', 'PTTG1'], ['PLK1', 'UBE2C'], ['PLK1', 'TPX2'], ['RRM1', 'TPX2'], ['PTTG1', 'UBE2C'], ['PTTG1', 'TPX2'], ['UBE2C', 'TPX2']]
ARCN1	intracellular protein transport	1	5.14501680843e-07	139860	5.0	[1, 13, 15, 25, 32]	0.25641025641	13	0.230769230769	3.07692307692	1.43576388889	['ARCN1', 'COPB', 'RAB5A', 'RAP1B', 'SDCBP', 'XPO1', 'ENTH', 'BZW1', 'SCC-112', 'ZCWCC3', 'ZZZ3', 'ACBD3', 'TXNDC']	[['ARCN1', 'COPB'], ['ARCN1', 'RAP1B'], ['COPB', 'RAP1B'], ['COPB', 'SDCBP'], ['COPB', 'XPO1'], ['COPB', 'ENTH'], ['COPB', 'BZW1'], ['COPB', 'ACBD3'], ['COPB', 'TXNDC'], ['RAB5A', 'RAP1B'], ['RAB5A', 'ENTH'], ['RAP1B', 'XPO1'], ['RAP1B', 'ACBD3'], ['XPO1', 'SCC-112'], ['ENTH', 'ZCWCC3'], ['ENTH', 'ZZZ3'], ['ENTH', 'ACBD3'], ['BZW1', 'TXNDC'], ['SCC-112', 'ZZZ3'], ['ZCWCC3', 'ACBD3']]
ARCN1	vesicle-mediated transport	1	2.47309808538e-07	75435	6.0	[22, 25, 44, 50, 53, 60]	0.7	5	0.0	2.8	1.48302469136	['ARCN1', 'COPB', 'RAB5A', 'COPB2', 'ENTH']	[['ARCN1', 'COPB'], ['ARCN1', 'COPB2'], ['ARCN1', 'ENTH'], ['COPB', 'COPB2'], ['COPB', 'ENTH'], ['RAB5A', 'ENTH'], ['COPB2', 'ENTH']]
ARHGDIA	cellular carbohydrate metabolism	0	0.0184249800653	65535	5.0	[14, 20, 35, 46, 50]	0.392857142857	8	0.25	2.75	0.736689814815	['ARHGDIA', 'NUCB1', 'OGDH', 'PAFAH1B1', 'PRKAR1A', 'KIAA0100', 'BTBD2', 'N-PAC']	[['ARHGDIA', 'NUCB1'], ['ARHGDIA', 'OGDH'], ['ARHGDIA', 'BTBD2'], ['ARHGDIA', 'N-PAC'], ['NUCB1', 'OGDH'], ['NUCB1', 'BTBD2'], ['OGDH', 'KIAA0100'], ['OGDH', 'BTBD2'], ['PAFAH1B1', 'PRKAR1A'], ['PAFAH1B1', 'N-PAC'], ['KIAA0100', 'N-PAC']]
ARHGDIB	immune response	1	4.05200399071e-14	31411	5.0	[3, 11, 13, 31, 35]	0.469696969697	12	0.0	5.16666666667	1.59672619048	['ARHGDIB', 'CD74', 'HLA-B', 'HLA-C', 'HLA-DMA', 'HLA-DPA1', 'HLA-DRA', 'HLA-DRB1', 'HLA-DRB5', 'HLA-J', 'IRF8', 'TYROBP']	[['ARHGDIB', 'CD74'], ['ARHGDIB', 'HLA-DPA1'], ['CD74', 'HLA-C'], ['CD74', 'HLA-DMA'], ['CD74', 'HLA-DPA1'], ['CD74', 'HLA-DRA'], ['CD74', 'HLA-DRB1'], ['CD74', 'HLA-DRB5'], ['CD74', 'TYROBP'], ['HLA-B', 'HLA-C'], ['HLA-B', 'HLA-DRA'], ['HLA-B', 'HLA-DRB1'], ['HLA-B', 'HLA-J'], ['HLA-C', 'HLA-DMA'], ['HLA-DMA', 'HLA-DPA1'], ['HLA-DMA', 'HLA-DRA'], ['HLA-DMA', 'HLA-DRB1'], ['HLA-DMA', 'HLA-DRB5'], ['HLA-DMA', 'IRF8'], ['HLA-DMA', 'TYROBP'], ['HLA-DPA1', 'HLA-DRA'], ['HLA-DPA1', 'HLA-DRB1'], ['HLA-DPA1', 'HLA-DRB5'], ['HLA-DPA1', 'TYROBP'], ['HLA-DRA', 'HLA-DRB1'], ['HLA-DRA', 'HLA-DRB5'], ['HLA-DRA', 'TYROBP'], ['HLA-DRB1', 'HLA-DRB5'], ['HLA-DRB1', 'TYROBP'], ['HLA-DRB5', 'TYROBP'], ['IRF8', 'TYROBP']]
ASNS	amino acid and derivative metabolism	1	2.3902276911e-05	53740	5.0	[1, 9, 18, 25, 36]	1.0	5	0.0	4.0	1.1328125	['ASNS', 'CBS', 'GARS', 'MARS', 'PCK2']	[['ASNS', 'CBS'], ['ASNS', 'GARS'], ['ASNS', 'MARS'], ['ASNS', 'PCK2'], ['CBS', 'GARS'], ['CBS', 'MARS'], ['CBS', 'PCK2'], ['GARS', 'MARS'], ['GARS', 'PCK2'], ['MARS', 'PCK2']]
ASNS	carboxylic acid metabolism	1	2.05762002823e-08	123304	5.0	[1, 9, 11, 36, 41]	0.733333333333	6	0.0	3.66666666667	1.51145833333	['AARS', 'ASNS', 'CARS', 'GARS', 'MARS', 'MTHFD2']	[['AARS', 'GARS'], ['AARS', 'MARS'], ['ASNS', 'CARS'], ['ASNS', 'GARS'], ['ASNS', 'MARS'], ['ASNS', 'MTHFD2'], ['CARS', 'GARS'], ['CARS', 'MTHFD2'], ['GARS', 'MARS'], ['GARS', 'MTHFD2'], ['MARS', 'MTHFD2']]
ATOX1	protein biosynthesis	0	9.34770020185e-17	22484	5.0	[20, 44, 57, 63, 64]	0.25	16	0.0625	3.75	1.59183673469	['ATOX1', 'EEF1D', 'FAU', 'NACA', 'RPL11', 'RPL13', 'RPL22', 'RPL27A', 'RPL29', 'RPL31', 'RPL34', 'RPS5', 'RPS6', 'RPS20', 'RPS25', 'RPL35']	[['ATOX1', 'RPL29'], ['EEF1D', 'FAU'], ['EEF1D', 'RPL13'], ['EEF1D', 'RPL27A'], ['EEF1D', 'RPL35'], ['FAU', 'RPL11'], ['FAU', 'RPL27A'], ['FAU', 'RPL29'], ['FAU', 'RPS5'], ['FAU', 'RPL35'], ['NACA', 'RPL22'], ['NACA', 'RPL31'], ['NACA', 'RPS6'], ['RPL11', 'RPL13'], ['RPL13', 'RPL27A'], ['RPL13', 'RPL29'], ['RPL13', 'RPS5'], ['RPL13', 'RPS25'], ['RPL13', 'RPL35'], ['RPL22', 'RPL34'], ['RPL27A', 'RPL29'], ['RPL27A', 'RPS20'], ['RPL27A', 'RPL35'], ['RPL29', 'RPS5'], ['RPL29', 'RPS20'], ['RPL29', 'RPL35'], ['RPL31', 'RPS20'], ['RPL31', 'RPS25'], ['RPS5', 'RPS20'], ['RPS5', 'RPL35']]
ATP5B	protein biosynthesis	0	0.00850690536894	28610	5.0	[16, 34, 41, 63, 64]	0.285714285714	15	0.133333333333	4.0	1.25300925926	['ATP5B', 'CYC1', 'KARS', 'RANBP5', 'MTIF2', 'NDUFA9', 'SDHB', 'SDHD', 'UCHL3', 'SUCLG1', 'MRPL3', 'PAI-RBP1', 'MRPS18B', 'MRPL15', 'MRPL35']	[['ATP5B', 'KARS'], ['CYC1', 'SDHB'], ['CYC1', 'MRPL15'], ['CYC1', 'MRPL35'], ['KARS', 'NDUFA9'], ['KARS', 'SUCLG1'], ['KARS', 'MRPL3'], ['KARS', 'PAI-RBP1'], ['KARS', 'MRPL15'], ['RANBP5', 'SDHD'], ['RANBP5', 'SUCLG1'], ['RANBP5', 'MRPL3'], ['RANBP5', 'PAI-RBP1'], ['RANBP5', 'MRPS18B'], ['MTIF2', 'MRPL3'], ['NDUFA9', 'SDHB'], ['NDUFA9', 'SUCLG1'], ['NDUFA9', 'MRPL3'], ['NDUFA9', 'MRPL15'], ['NDUFA9', 'MRPL35'], ['SDHB', 'MRPL15'], ['SDHB', 'MRPL35'], ['SDHD', 'MRPL3'], ['SDHD', 'MRPS18B'], ['UCHL3', 'MRPL35'], ['SUCLG1', 'MRPL3'], ['SUCLG1', 'MRPL35'], ['MRPL3', 'MRPL15'], ['MRPL3', 'MRPL35'], ['MRPL15', 'MRPL35']]
ATP5G2	protein biosynthesis	0	1.04932851783e-18	54993	5.0	[54, 56, 60, 63, 64]	0.419913419913	22	0.0909090909091	8.81818181818	1.54030310842	['ATP5G2', 'ATP5I', 'EIF5', 'NACA', 'RPL10A', 'SERPINB6', 'QARS', 'RPL5', 'RPL11', 'RPL13', 'RPL29', 'RPL31', 'RPL34', 'RPL36AL', 'RPS6', 'RPS13', 'RPS23', 'RPS24', 'RPS27', 'UBA52', 'TINP1', 'USP45']	[['ATP5G2', 'RPL13'], ['ATP5G2', 'RPL29'], ['ATP5G2', 'RPS6'], ['ATP5I', 'EIF5'], ['ATP5I', 'NACA'], ['ATP5I', 'SERPINB6'], ['ATP5I', 'RPL11'], ['ATP5I', 'RPL31'], ['ATP5I', 'RPL34'], ['ATP5I', 'RPL36AL'], ['ATP5I', 'RPS13'], ['ATP5I', 'RPS23'], ['ATP5I', 'RPS24'], ['ATP5I', 'RPS27'], ['ATP5I', 'UBA52'], ['ATP5I', 'TINP1'], ['ATP5I', 'USP45'], ['EIF5', 'NACA'], ['EIF5', 'SERPINB6'], ['EIF5', 'RPL31'], ['EIF5', 'RPL36AL'], ['EIF5', 'RPS23'], ['EIF5', 'UBA52'], ['NACA', 'RPL10A'], ['NACA', 'SERPINB6'], ['NACA', 'RPL11'], ['NACA', 'RPL31'], ['NACA', 'RPL34'], ['NACA', 'RPL36AL'], ['NACA', 'RPS6'], ['NACA', 'RPS13'], ['NACA', 'RPS23'], ['NACA', 'RPS24'], ['NACA', 'RPS27'], ['NACA', 'UBA52'], ['NACA', 'TINP1'], ['RPL10A', 'RPL11'], ['RPL10A', 'RPL13'], ['RPL10A', 'RPL29'], ['RPL10A', 'UBA52'], ['SERPINB6', 'RPL31'], ['SERPINB6', 'RPL34'], ['SERPINB6', 'RPL36AL'], ['SERPINB6', 'RPS6'], ['SERPINB6', 'RPS13'], ['SERPINB6', 'RPS23'], ['SERPINB6', 'RPS27'], ['SERPINB6', 'UBA52'], ['SERPINB6', 'TINP1'], ['SERPINB6', 'USP45'], ['QARS', 'RPL13'], ['QARS', 'RPL29'], ['RPL5', 'RPS6'], ['RPL5', 'UBA52'], ['RPL11', 'RPL34'], ['RPL11', 'RPS6'], ['RPL11', 'RPS23'], ['RPL11', 'RPS27'], ['RPL13', 'RPL29'], ['RPL29', 'RPL34'], ['RPL29', 'RPS13'], ['RPL29', 'UBA52'], ['RPL31', 'RPL34'], ['RPL31', 'RPL36AL'], ['RPL31', 'RPS13'], ['RPL31', 'RPS23'], ['RPL31', 'RPS27'], ['RPL31', 'UBA52'], ['RPL31', 'TINP1'], ['RPL34', 'RPL36AL'], ['RPL34', 'RPS6'], ['RPL34', 'RPS13'], ['RPL34', 'RPS23'], ['RPL34', 'RPS24'], ['RPL34', 'RPS27'], ['RPL34', 'UBA52'], ['RPL34', 'TINP1'], ['RPL36AL', 'RPS13'], ['RPL36AL', 'RPS23'], ['RPL36AL', 'RPS27'], ['RPL36AL', 'UBA52'], ['RPS6', 'RPS13'], ['RPS6', 'UBA52'], ['RPS13', 'RPS23'], ['RPS13', 'RPS27'], ['RPS13', 'UBA52'], ['RPS13', 'TINP1'], ['RPS13', 'USP45'], ['RPS23', 'RPS27'], ['RPS23', 'UBA52'], ['RPS23', 'TINP1'], ['RPS23', 'USP45'], ['RPS24', 'UBA52'], ['RPS27', 'UBA52'], ['RPS27', 'USP45'], ['UBA52', 'TINP1'], ['UBA52', 'USP45']]
ATP5G3	mitotic cell cycle	0	7.22381021975e-09	60857	7.0	[2, 3, 9, 11, 34, 53, 61]	0.571428571429	7	0.0	3.42857142857	1.56666666667	['ATP5G3', 'BUB1B', 'CCNA2', 'CKS2', 'CCNB2', 'PTTG1', 'CNAP1']	[['ATP5G3', 'CKS2'], ['BUB1B', 'CCNA2'], ['BUB1B', 'CKS2'], ['BUB1B', 'CCNB2'], ['CCNA2', 'CKS2'], ['CCNA2', 'CCNB2'], ['CCNA2', 'CNAP1'], ['CKS2', 'CCNB2'], ['CKS2', 'PTTG1'], ['CCNB2', 'PTTG1'], ['CCNB2', 'CNAP1'], ['PTTG1', 'CNAP1']]
ATP5G3	monovalent inorganic cation transport	1	0.00184974388052	61289	5.0	[50, 52, 53, 63, 64]	0.6	5	0.0	2.4	0.793981481481	['ATP5G3', 'ATP5J', 'MDH1', 'NME1', 'ATP5J2']	[['ATP5G3', 'ATP5J'], ['ATP5G3', 'NME1'], ['ATP5J', 'MDH1'], ['ATP5J', 'ATP5J2'], ['MDH1', 'ATP5J2'], ['NME1', 'ATP5J2']]
ATP5I	protein biosynthesis	0	3.36364211676e-23	97413	5.0	[18, 19, 20, 56, 64]	0.497076023392	19	0.0	8.94736842105	1.63134920635	['ATP5I', 'RPL11', 'RPL13', 'RPL18', 'RPL27A', 'RPL28', 'RPL29', 'RPL31', 'RPL32', 'RPL34', 'RPS5', 'RPS13', 'RPS14', 'RPS16', 'RPS19', 'RPS23', 'RPS24', 'RPS27', 'RPL23']	[['ATP5I', 'RPS13'], ['ATP5I', 'RPS27'], ['RPL11', 'RPL32'], ['RPL11', 'RPL34'], ['RPL11', 'RPS13'], ['RPL11', 'RPS23'], ['RPL11', 'RPS27'], ['RPL11', 'RPL23'], ['RPL13', 'RPL18'], ['RPL13', 'RPL28'], ['RPL13', 'RPL29'], ['RPL13', 'RPS5'], ['RPL13', 'RPS13'], ['RPL13', 'RPS16'], ['RPL13', 'RPS19'], ['RPL13', 'RPS23'], ['RPL18', 'RPL27A'], ['RPL18', 'RPL28'], ['RPL18', 'RPL29'], ['RPL18', 'RPS5'], ['RPL18', 'RPS16'], ['RPL18', 'RPS19'], ['RPL27A', 'RPL29'], ['RPL27A', 'RPL31'], ['RPL27A', 'RPL32'], ['RPL27A', 'RPL34'], ['RPL27A', 'RPS5'], ['RPL27A', 'RPS13'], ['RPL27A', 'RPS16'], ['RPL27A', 'RPS23'], ['RPL27A', 'RPS27'], ['RPL27A', 'RPL23'], ['RPL28', 'RPL29'], ['RPL28', 'RPS5'], ['RPL28', 'RPS13'], ['RPL28', 'RPS16'], ['RPL28', 'RPS19'], ['RPL29', 'RPL31'], ['RPL29', 'RPL32'], ['RPL29', 'RPL34'], ['RPL29', 'RPS5'], ['RPL29', 'RPS13'], ['RPL29', 'RPS16'], ['RPL29', 'RPS19'], ['RPL29', 'RPS23'], ['RPL29', 'RPS27'], ['RPL31', 'RPL34'], ['RPL31', 'RPS5'], ['RPL31', 'RPS13'], ['RPL31', 'RPS16'], ['RPL31', 'RPS23'], ['RPL31', 'RPS24'], ['RPL31', 'RPS27'], ['RPL31', 'RPL23'], ['RPL32', 'RPS5'], ['RPL32', 'RPS27'], ['RPL34', 'RPS5'], ['RPL34', 'RPS13'], ['RPL34', 'RPS16'], ['RPL34', 'RPS23'], ['RPL34', 'RPS24'], ['RPL34', 'RPS27'], ['RPL34', 'RPL23'], ['RPS5', 'RPS13'], ['RPS5', 'RPS16'], ['RPS5', 'RPS19'], ['RPS5', 'RPS23'], ['RPS5', 'RPS27'], ['RPS13', 'RPS16'], ['RPS13', 'RPS19'], ['RPS13', 'RPS23'], ['RPS13', 'RPS24'], ['RPS13', 'RPS27'], ['RPS13', 'RPL23'], ['RPS14', 'RPS16'], ['RPS16', 'RPS19'], ['RPS16', 'RPS23'], ['RPS16', 'RPS27'], ['RPS19', 'RPS23'], ['RPS19', 'RPS27'], ['RPS23', 'RPS27'], ['RPS23', 'RPL23'], ['RPS24', 'RPS27'], ['RPS24', 'RPL23'], ['RPS27', 'RPL23']]
ATP5O	monovalent inorganic cation transport	1	0.000371488625188	35391	5.0	[39, 41, 57, 60, 64]	0.277777777778	9	0.111111111111	2.22222222222	1.41203703704	['BIRC5', 'ATP5G3', 'ATP5O', 'RANBP5', 'MCM3', 'NASP', 'ATP5J2', 'KIAA0101', 'ATP5H']	[['BIRC5', 'ATP5G3'], ['BIRC5', 'RANBP5'], ['BIRC5', 'MCM3'], ['BIRC5', 'NASP'], ['ATP5G3', 'KIAA0101'], ['ATP5G3', 'ATP5H'], ['ATP5O', 'ATP5J2'], ['ATP5O', 'ATP5H'], ['MCM3', 'NASP'], ['ATP5J2', 'ATP5H']]
B2M	protein biosynthesis	0	2.04299963624e-20	95005	6.0	[19, 20, 21, 30, 37, 41]	0.661764705882	17	0.0	10.5882352941	1.62382332477	['B2M', 'EEF1A1', 'EEF1G', 'RPL4', 'RPL15', 'RPL23A', 'RPL32', 'RPL37A', 'RPL38', 'RPL41', 'RPLP0', 'RPLP1', 'RPS3A', 'RPS10', 'RPS17', 'RPS24', 'RPS27']	[['B2M', 'EEF1A1'], ['B2M', 'RPL23A'], ['B2M', 'RPL32'], ['B2M', 'RPLP0'], ['B2M', 'RPS3A'], ['B2M', 'RPS10'], ['B2M', 'RPS17'], ['EEF1A1', 'EEF1G'], ['EEF1A1', 'RPL4'], ['EEF1A1', 'RPL23A'], ['EEF1A1', 'RPL32'], ['EEF1A1', 'RPL37A'], ['EEF1A1', 'RPL41'], ['EEF1A1', 'RPLP0'], ['EEF1A1', 'RPLP1'], ['EEF1A1', 'RPS3A'], ['EEF1A1', 'RPS10'], ['EEF1A1', 'RPS17'], ['EEF1A1', 'RPS24'], ['EEF1G', 'RPL23A'], ['EEF1G', 'RPL37A'], ['EEF1G', 'RPLP0'], ['EEF1G', 'RPLP1'], ['EEF1G', 'RPS10'], ['EEF1G', 'RPS24'], ['RPL4', 'RPL15'], ['RPL4', 'RPL23A'], ['RPL4', 'RPL32'], ['RPL4', 'RPL37A'], ['RPL4', 'RPL38'], ['RPL4', 'RPL41'], ['RPL4', 'RPLP0'], ['RPL4', 'RPS3A'], ['RPL4', 'RPS10'], ['RPL4', 'RPS17'], ['RPL4', 'RPS24'], ['RPL4', 'RPS27'], ['RPL23A', 'RPL32'], ['RPL23A', 'RPL37A'], ['RPL23A', 'RPL38'], ['RPL23A', 'RPL41'], ['RPL23A', 'RPLP0'], ['RPL23A', 'RPLP1'], ['RPL23A', 'RPS3A'], ['RPL23A', 'RPS10'], ['RPL23A', 'RPS17'], ['RPL23A', 'RPS24'], ['RPL32', 'RPL37A'], ['RPL32', 'RPL38'], ['RPL32', 'RPL41'], ['RPL32', 'RPLP0'], ['RPL32', 'RPLP1'], ['RPL32', 'RPS3A'], ['RPL32', 'RPS10'], ['RPL32', 'RPS17'], ['RPL32', 'RPS24'], ['RPL37A', 'RPL38'], ['RPL37A', 'RPL41'], ['RPL37A', 'RPLP0'], ['RPL37A', 'RPLP1'], ['RPL37A', 'RPS3A'], ['RPL37A', 'RPS10'], ['RPL37A', 'RPS17'], ['RPL37A', 'RPS24'], ['RPL38', 'RPLP0'], ['RPL38', 'RPS3A'], ['RPL38', 'RPS10'], ['RPL38', 'RPS17'], ['RPL38', 'RPS24'], ['RPL41', 'RPLP0'], ['RPL41', 'RPLP1'], ['RPL41', 'RPS3A'], ['RPL41', 'RPS10'], ['RPL41', 'RPS17'], ['RPL41', 'RPS24'], ['RPLP0', 'RPLP1'], ['RPLP0', 'RPS3A'], ['RPLP0', 'RPS10'], ['RPLP0', 'RPS17'], ['RPLP0', 'RPS24'], ['RPLP1', 'RPS3A'], ['RPLP1', 'RPS10'], ['RPLP1', 'RPS17'], ['RPLP1', 'RPS24'], ['RPS3A', 'RPS10'], ['RPS3A', 'RPS17'], ['RPS3A', 'RPS24'], ['RPS10', 'RPS17'], ['RPS10', 'RPS24'], ['RPS17', 'RPS24']]
BARD1	DNA metabolism	0	2.98756726703e-09	102870	5.0	[9, 28, 31, 63, 64]	0.611111111111	9	0.0	4.88888888889	1.5619047619	['BARD1', 'EZH2', 'FEN1', 'MCM6', 'MSH2', 'RRM1', 'RRM2', 'USP1', 'TOPBP1']	[['BARD1', 'EZH2'], ['BARD1', 'MCM6'], ['BARD1', 'RRM1'], ['BARD1', 'USP1'], ['BARD1', 'TOPBP1'], ['EZH2', 'MSH2'], ['EZH2', 'USP1'], ['EZH2', 'TOPBP1'], ['FEN1', 'MCM6'], ['FEN1', 'RRM1'], ['FEN1', 'RRM2'], ['MCM6', 'RRM1'], ['MCM6', 'RRM2'], ['MCM6', 'USP1'], ['MCM6', 'TOPBP1'], ['MSH2', 'USP1'], ['RRM1', 'RRM2'], ['RRM1', 'USP1'], ['RRM1', 'TOPBP1'], ['RRM2', 'USP1'], ['RRM2', 'TOPBP1'], ['USP1', 'TOPBP1']]
BCL2A1	regulation of apoptosis	1	3.93076519686e-05	114426	5.0	[12, 18, 31, 37, 55]	0.6	5	0.0	2.4	1.375	['BIRC3', 'BCL2A1', 'CCL20', 'TNFAIP3', 'TNFAIP8']	[['BIRC3', 'CCL20'], ['BIRC3', 'TNFAIP3'], ['BCL2A1', 'TNFAIP3'], ['BCL2A1', 'TNFAIP8'], ['CCL20', 'TNFAIP3'], ['TNFAIP3', 'TNFAIP8']]
BGN	cell adhesion	-1	2.81327289539e-05	13568	5.0	[3, 13, 39, 59, 61]	0.288888888889	10	0.3	2.6	1.54583333333	['ADH1B', 'BGN', 'COL6A3', 'COL15A1', 'CSPG2', 'FN1', 'AOC3', 'ABCA8', 'POSTN', 'C10orf116']	[['ADH1B', 'AOC3'], ['ADH1B', 'ABCA8'], ['ADH1B', 'C10orf116'], ['BGN', 'COL6A3'], ['BGN', 'CSPG2'], ['COL6A3', 'COL15A1'], ['COL6A3', 'CSPG2'], ['COL6A3', 'FN1'], ['COL6A3', 'POSTN'], ['COL15A1', 'AOC3'], ['CSPG2', 'FN1'], ['CSPG2', 'POSTN'], ['AOC3', 'ABCA8']]
BMP1	proteolysis and peptidolysis	1	0.0216406189524	120867	5.0	[3, 31, 34, 55, 61]	0.8	5	0.2	3.2	0.576774691358	['AEBP1', 'BMP1', 'MMP2', 'D2S448', 'MRC2']	[['AEBP1', 'BMP1'], ['AEBP1', 'MMP2'], ['AEBP1', 'D2S448'], ['AEBP1', 'MRC2'], ['BMP1', 'D2S448'], ['BMP1', 'MRC2'], ['MMP2', 'MRC2'], ['D2S448', 'MRC2']]
BNIP2	mRNA processing	0	0.00803506074236	122249	5.0	[3, 13, 15, 26, 63]	0.333333333333	7	0.428571428571	2.0	0.708333333333	['BNIP2', 'SFRS11', 'C6orf111', 'HSPC128', 'YPEL5', 'PTBP2', 'FLJ13213']	[['BNIP2', 'SFRS11'], ['BNIP2', 'YPEL5'], ['SFRS11', 'C6orf111'], ['SFRS11', 'HSPC128'], ['SFRS11', 'PTBP2'], ['SFRS11', 'FLJ13213'], ['C6orf111', 'PTBP2']]
BRCA1	DNA metabolism	1	2.98756726703e-09	111257	5.0	[9, 28, 39, 63, 64]	0.583333333333	9	0.0	4.66666666667	1.54808163265	['BRCA1', 'MCM3', 'NASP', 'RAD51C', 'USP1', 'CDC45L', 'SYNCRIP', 'POLD3', 'TOPBP1']	[['BRCA1', 'MCM3'], ['BRCA1', 'NASP'], ['BRCA1', 'USP1'], ['BRCA1', 'CDC45L'], ['BRCA1', 'POLD3'], ['MCM3', 'NASP'], ['MCM3', 'RAD51C'], ['MCM3', 'USP1'], ['MCM3', 'CDC45L'], ['MCM3', 'SYNCRIP'], ['MCM3', 'POLD3'], ['NASP', 'RAD51C'], ['NASP', 'USP1'], ['NASP', 'CDC45L'], ['NASP', 'POLD3'], ['NASP', 'TOPBP1'], ['RAD51C', 'USP1'], ['USP1', 'CDC45L'], ['USP1', 'POLD3'], ['USP1', 'TOPBP1'], ['CDC45L', 'POLD3']]
BST1	immune response	1	4.13939911327e-09	22711	5.0	[13, 20, 59, 61, 62]	0.392857142857	8	0.0	2.75	1.5	['AIF1', 'BST1', 'FCER1G', 'HLA-DPA1', 'HLA-DQA1', 'HLA-DQB1', 'NCF2', 'CD163']	[['AIF1', 'FCER1G'], ['AIF1', 'HLA-DPA1'], ['AIF1', 'HLA-DQB1'], ['AIF1', 'NCF2'], ['AIF1', 'CD163'], ['BST1', 'CD163'], ['FCER1G', 'HLA-DPA1'], ['FCER1G', 'HLA-DQB1'], ['FCER1G', 'CD163'], ['HLA-DPA1', 'HLA-DQB1'], ['HLA-DQA1', 'HLA-DQB1']]
BST2	immune response	1	4.13939911327e-09	137525	8.0	[1, 3, 13, 15, 18, 30, 43, 62]	0.821428571429	8	0.0	5.75	1.58371126228	['BST2', 'G1P3', 'IFI27', 'IFIT1', 'MX1', 'MX2', 'OAS2', 'G1P2']	[['BST2', 'IFI27'], ['BST2', 'IFIT1'], ['BST2', 'G1P2'], ['G1P3', 'IFI27'], ['G1P3', 'IFIT1'], ['G1P3', 'MX1'], ['G1P3', 'MX2'], ['G1P3', 'OAS2'], ['G1P3', 'G1P2'], ['IFI27', 'IFIT1'], ['IFI27', 'MX1'], ['IFI27', 'OAS2'], ['IFI27', 'G1P2'], ['IFIT1', 'MX1'], ['IFIT1', 'MX2'], ['IFIT1', 'OAS2'], ['IFIT1', 'G1P2'], ['MX1', 'MX2'], ['MX1', 'OAS2'], ['MX1', 'G1P2'], ['MX2', 'OAS2'], ['MX2', 'G1P2'], ['OAS2', 'G1P2']]
BST2	response to pest, pathogen or parasite	1	8.37659314964e-05	111686	6.0	[1, 13, 18, 55, 56, 59]	1.0	4	0.0	3.0	1.46296296296	['BST2', 'IFI27', 'IFI35', 'STAT1']	[['BST2', 'IFI27'], ['BST2', 'IFI35'], ['BST2', 'STAT1'], ['IFI27', 'IFI35'], ['IFI27', 'STAT1'], ['IFI35', 'STAT1']]
